date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:32:27	3688/3688	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202019%2005:05:09%20GMT	http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland	C:/Users/Aman/Desktop/web%20app/rent4/demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland.html	(from )
10:32:28	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Jul%202019%2005:05:09%20GMT	http://demo.themewagon.com/robots.txt		(from )
10:32:29	193/193	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202019%2005:05:10%20GMT	http://themewagon.com/wp-content/themes/wagoncore/css/demo.css	C:/Users/Aman/Desktop/web%20app/rent4/themewagon.com/wp-content/themes/wagoncore/css/demo.1.delayed	(from http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland)
10:32:30	6928/6928	---M--	200	added ('OK')	text/css	etag:%225881ee7c-1b10%22	https://themewagon.com/wp-content/themes/wagoncore/css/demo.css	C:/Users/Aman/Desktop/web%20app/rent4/themewagon.com/wp-content/themes/wagoncore/css/demo.css	(from http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland)
10:32:30	20145/20145	---M--	200	added ('OK')	image/png	etag:%225881ee7c-4eb1%22	https://themewagon.com/wp-content/themes/wagoncore/img/logo-demo.png	C:/Users/Aman/Desktop/web%20app/rent4/themewagon.com/wp-content/themes/wagoncore/img/logo-demo.png	(from http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland)
10:32:31	193/193	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202019%2005:05:12%20GMT	http://themewagon.com/wp-content/themes/wagoncore/img/download.png	C:/Users/Aman/Desktop/web%20app/rent4/themewagon.com/wp-content/themes/wagoncore/img/download.png	(from http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland)
10:32:31	425/425	---M--	200	added ('OK')	image/png	etag:%225881ee7c-1a9%22	https://themewagon.com/wp-content/themes/wagoncore/img/download.png	C:/Users/Aman/Desktop/web%20app/rent4/themewagon.com/wp-content/themes/wagoncore/img/download.png	(from http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland)
10:32:31	193/193	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Jul%202019%2005:05:13%20GMT	http://themewagon.com/wp-content/themes/wagoncore/img/cross.png	C:/Users/Aman/Desktop/web%20app/rent4/themewagon.com/wp-content/themes/wagoncore/img/cross.png	(from http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland)
10:32:31	2892/2892	---M--	200	added ('OK')	image/png	etag:%225881ee7c-b4c%22	https://themewagon.com/wp-content/themes/wagoncore/img/cross.png	C:/Users/Aman/Desktop/web%20app/rent4/themewagon.com/wp-content/themes/wagoncore/img/cross.png	(from http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland)
10:32:35	21371/21371	---M--	200	added ('OK')	image/png	etag:%225881ee7c-537b%22	https://themewagon.com/wp-content/themes/wagoncore/img/bg.png	C:/Users/Aman/Desktop/web%20app/rent4/themewagon.com/wp-content/themes/wagoncore/img/bg.png	(from https://themewagon.com/wp-content/themes/wagoncore/css/demo.css)
10:32:36	44287/44287	---MC-	200	added ('OK')	text/javascript	date:Thu,%2020%20Jun%202019%2021:35:04%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Aman/Desktop/web%20app/rent4/www.google-analytics.com/analytics.js	(from http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland)
10:32:36	95931/95931	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	C:/Users/Aman/Desktop/web%20app/rent4/ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	(from http://demo.themewagon.com/preview/free-bootstrap-4-html5-real-estate-website-template-homeland)
10:32:36	3052/3052	---M--	200	added ('OK')	image/png	etag:%225881ee7c-bec%22	https://themewagon.com/wp-content/themes/wagoncore/img/devices.png	C:/Users/Aman/Desktop/web%20app/rent4/themewagon.com/wp-content/themes/wagoncore/img/devices.png	(from https://themewagon.com/wp-content/themes/wagoncore/css/demo.css)
